"City","State","Metro","Country","Lat","Lng"
"Deadwood","SD","Spearfish","Lawrence","44.37665","-103.729645"
"Deale","MD","Baltimore","Anne Arundel","38.776505","-76.55524"
"Dearborn Heights","MI","Detroit","Wayne","42.336983","-83.27326"
"Dearborn","MI","Detroit","Wayne","42.322258","-83.176315"
"Deatsville","AL","Montgomery","Elmore","32.60819","-86.395805"
"Debary","FL","Daytona Beach","Volusia","28.871344","-81.32894"
"Decatur","AL","Decatur","Morgan","34.605927","-86.983345"
"Decatur","GA","Atlanta","Dekalb","33.774826","-84.29631"
"Decatur","IL","Decatur","Macon","39.840313","-88.9548"
"Decatur","IN","Decatur","Adams","40.830605","-84.92913"
"Decatur","MI","Kalamazoo","Van Buren","42.108097","-85.97446"
"Decatur","TX","Dallas-Fort Worth","Wise","33.234283","-97.586136"
"Dedham","MA","Boston","Norfolk","42.24361","-71.167656"
"Deep Gap","NC","Boone","Watauga","36.23865","-81.51549"
"Deep River","CT","Hartford","Middlesex","41.36482","-72.484985"
"Deer Park","NY","New York","Suffolk","40.761765","-73.329285"
"Deer Park","OH","Cincinnati","Hamilton","39.205338","-84.39466"
"Deer Park","TX","Houston","Harris","29.705229","-95.12382"
"Deer Park","WA","Spokane","Spokane","47.954338","-117.47689"
"Deer River","MN","","Itasca","47.33288","-93.793045"
"Deerfield Beach","FL","Miami-Fort Lauderdale","Broward","26.318413","-80.09976"
"Deerfield","IL","Chicago","Lake","42.171135","-87.84451"
"Deerpark","NY","New York","Orange","41.459145","-74.66347"
"Deerwood","MN","Brainerd","Crow Wing","46.47414","-93.89998"
"Defiance","OH","Defiance","Defiance","41.284492","-84.35578"
"Defuniak Springs","FL","Crestview-Fort Walton Beach-Destin","Walton","30.721024","-86.11522"
"Dekalb","IL","Chicago","DeKalb","41.929474","-88.75037"
"Del City","OK","Oklahoma City","Oklahoma","35.442005","-97.44087"
"Del Monte Forest","CA","Salinas","Monterey","36.58635","-121.94746"
"Del Norte","CO","","Rio Grande","37.67889","-106.35337"
"Del Rio","TX","Del Rio","Val Verde","29.370886","-100.89587"
"Deland","FL","Daytona Beach","Volusia","29.028318","-81.303116"
"Delano","MN","Minneapolis-St Paul","Wright","45.04191","-93.78913"
"Delaware Township","NJ","New York","Hunterdon","40.430725","-74.94426"
"Delaware","OH","Columbus","Delaware","40.29867","-83.06796"
"Delaware","PA","New York","Pike","39.90779","-75.387856"
"Delmar","MD","Salisbury","Wicomico","38.455948","-75.57742"
"Delran","NJ","Philadelphia","Burlington","40.015892","-74.95642"
"Delray Beach","FL","Miami-Fort Lauderdale","Palm Beach","26.461462","-80.07282"
"Delta","CO","","Delta","38.742207","-108.068954"
"Delta","OH","Toledo","Fulton","41.57366","-84.005226"
"Deltaville","VA","","Middlesex","37.5531","-76.34029"
"Delton","MI","Grand Rapids","Barry","42.499855","-85.408226"
"Deltona","FL","Daytona Beach","Volusia","28.900545","-81.26367"
"Demarest","NJ","New York","Bergen","40.95732","-73.96347"
"Deming","NM","Deming","Luna","32.2687","-107.758644"
"Deming","WA","Bellingham","Whatcom","48.825672","-122.21599"
"Demorest","GA","Cornelia","Habersham","34.565098","-83.54517"
"Denham Springs","LA","Baton Rouge","Livingston","30.486856","-90.956215"
"Denison","TX","Sherman","Grayson","33.75566","-96.53666"
"Dennis","MA","Cape Cod","Barnstable","41.735306","-70.19394"
"Denton","MD","","Caroline","38.88456","-75.827156"
"Denton","NC","Winston-Salem","Davidson","35.633472","-80.11588"
"Denton","TX","Dallas-Fort Worth","Denton","33.21484","-97.13307"
"Denver","CO","Denver","Denver","39.739235","-104.99025"
"Denver","NC","Charlotte","Lincoln","35.53166","-81.02958"
"Denver","PA","Lancaster","Lancaster","40.233147","-76.13717"
"Denville","NJ","New York","Morris","40.892323","-74.47738"
"Depew","NY","Buffalo","Erie","42.903946","-78.69225"
"Depoe Bay","OR","Newport","Lincoln","44.808445","-124.06317"
"Deptford Township","NJ","Philadelphia","Gloucester","39.822704","-75.119514"
"Derby","CT","New Haven","New Haven","41.320652","-73.089"
"Derby","KS","Wichita","Sedgwick","37.545574","-97.268936"
"Derby","VT","","Orleans","44.954445","-72.13036"
"Deridder","LA","De Ridder","Beauregard","30.846306","-93.289055"
"Derry Township","PA","Pittsburgh","Westmoreland","40.27404","-76.652824"
"Derry","NH","Boston","Rockingham","42.880642","-71.32733"
"Derwood","MD","Washington","Montgomery","39.117428","-77.161194"
"Des Moines","IA","Des Moines","Polk","41.600544","-93.60911"
"Des Moines","WA","Seattle","King","47.401768","-122.32429"
"Des Peres","MO","St. Louis","Saint Louis","38.600887","-90.4329"
"Des Plaines","IL","Chicago","Cook","42.033363","-87.8834"
"Desert Hot Springs","CA","Riverside","Riverside","33.961124","-116.50168"
"Desoto","TX","Dallas-Fort Worth","Dallas","32.5897","-96.85707"
"Destin","FL","Crestview-Fort Walton Beach-Destin","Okaloosa","30.393534","-86.49578"
"Detroit Lakes","MN","","Becker","46.81718","-95.84532"
"Detroit","MI","Detroit","Wayne","42.33143","-83.04575"
"Devils Lake","ND","","Ramsey","48.112778","-98.86512"
"Dewey","OK","Bartlesville","Washington","36.795918","-95.93554"
"Dewey-Humboldt","AZ","Prescott","Yavapai","34.505688","-112.24279"
"Dewitt Township","MI","Lansing","Clinton","42.792473","-84.54319"
"Dexter","MI","Ann Arbor","Washtenaw","42.33837","-83.88856"
"Dexter","MO","","Stoddard","36.795887","-89.95787"
"Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","34.02862","-117.81033"
"Diamondhead","MS","Gulfport","Hancock","30.39464","-89.36394"
"Diberville","MS","Gulfport","Harrison","30.42631","-88.89086"
"Dickinson","ND","Dickinson","Stark","46.879177","-102.78963"
"Dickinson","TX","Houston","Galveston","29.460787","-95.051315"
"Dickson","TN","Nashville","Dickson","36.077003","-87.38779"
"Dighton","MA","Providence","Bristol","41.84386","-71.15673"
"Dillon","MT","","Beaverhead","45.216633","-112.63892"
"Dillon","SC","","Dillon","34.41655","-79.371155"
"Dingman Township","PA","New York","Pike","41.340282","-74.94426"
"Discovery Bay","CA","San Francisco","Contra Costa","37.908535","-121.60023"
"Disputanta","VA","Richmond","Prince George","37.124332","-77.22637"
"District Heights","MD","Washington","Prince Georges","38.857613","-76.88942"
"Divide","CO","Colorado Springs","Teller","38.942257","-105.15764"
"Dixon","CA","Vallejo","Solano","38.445465","-121.823296"
"Dixon","IL","Dixon","Lee","41.83892","-89.479546"
"Dixon","MO","Fort Leonard Wood","Pulaski","37.991707","-92.09378"
"Dobbs Ferry","NY","New York","Westchester","41.01454","-73.872635"
"Doctor Phillips","FL","Orlando","Orange","28.44945","-81.492294"
"Dodge City","KS","Dodge City","Ford","37.7528","-100.01708"
"Dodgeville","WI","Madison","Iowa","42.960274","-90.13013"
"Dolores","CO","","Montezuma","37.47388","-108.50453"
"Donalsonville","GA","","Seminole","31.040462","-84.87909"
"Donna","TX","McAllen","Hidalgo","26.170353","-98.05195"
"Donnelly","ID","","Valley","44.730846","-116.07721"
"Donora","PA","Pittsburgh","Washington","40.173405","-79.857544"
"Doral","FL","Miami-Fort Lauderdale","Miami-Dade","25.819542","-80.35533"
"Doraville","GA","Atlanta","Dekalb","33.89816","-84.28326"
"Dorr","MI","Holland","Allegan","42.72496","-85.70511"
"Dorset","VT","Bennington","Bennington","43.254807","-73.09878"
"Dothan","AL","Dothan","Houston","31.22323","-85.39049"
"Douglas","AZ","Sierra Vista","Cochise","31.344547","-109.54534"
"Douglas","GA","Douglas","Coffee","31.508808","-82.84987"
"Douglas","MA","Worcester","Worcester","42.054344","-71.73938"
"Douglas","MI","Holland","Allegan","42.64336","-86.20059"
"Douglas","WY","","Converse","42.75969","-105.38221"
"Douglasville","GA","Atlanta","Douglas","33.751495","-84.74771"
"Dover","AR","Russellville","Pope","35.40147","-93.11434"
"Dover","DE","Dover","Kent","39.15817","-75.52437"
"Dover","FL","Tampa","Hillsborough","27.994188","-82.219536"
"Dover","NH","Boston","Strafford","43.19786","-70.87367"
"Dover","NJ","New York","Morris","",""
"Dover","NY","New York","Dutchess","41.696243","-73.58297"
"Dover","OH","New Philadelphia","Tuscarawas","40.52062","-81.47401"
"Dover","TN","","Stewart","36.487827","-87.838356"
"Dover","VT","","Windham","42.96401","-72.88985"
"Downers Grove","IL","Chicago","Du Page","41.808918","-88.01118"
"Downey","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","33.94011","-118.133156"
"Downingtown","PA","Philadelphia","Chester","40.006496","-75.70328"
"Doylestown Township","PA","Philadelphia","Bucks","40.28726","-75.14286"
"Dracut","MA","Boston","Middlesex","42.67037","-71.302"
"Draper","UT","Salt Lake City","Salt Lake","40.52467","-111.86382"
"Dreher Township","PA","","Wayne","41.286007","-75.352875"
"Dresden","TN","Martin","Weakley","36.29145","-88.708115"
"Drexel Hill","PA","Philadelphia","Delaware","39.947056","-75.29213"
"Driftwood","TX","Austin","Hays","30.123276","-98.031586"
"Driggs","ID","Jackson","Teton","43.72325","-111.111336"
"Dripping Springs","TX","Austin","Hays","30.190207","-98.08668"
"Dry Ridge","KY","Cincinnati","Grant","38.68201","-84.58994"
"Dry Run","OH","Cincinnati","Hamilton","39.10423","-84.3305"
"Du Quoin","IL","","Perry","38.01144","-89.23619"
"Duarte","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","34.13945","-117.97729"
"Dublin","CA","San Francisco","Alameda","37.702152","-121.93579"
"Dublin","GA","Dublin","Laurens","32.540443","-82.903755"
"Dublin","OH","Columbus","Franklin","40.099228","-83.114075"
"Dubois","WY","Riverton","Fremont","43.533566","-109.63043"
"Dubuque","IA","Dubuque","Dubuque","42.500557","-90.66457"
"Dudley","MA","Worcester","Worcester","42.043365","-71.927605"
"Dudley","NC","Goldsboro","Wayne","35.2666","-78.03753"
"Duluth","GA","Atlanta","Gwinnett","34.00288","-84.14464"
"Duluth","MN","Duluth","Saint Louis","46.78667","-92.10049"
"Dumfries","VA","Washington","Prince William","38.56762","-77.32804"
"Dumont","NJ","New York","Bergen","40.940655","-73.9968"
"Dunbar","WV","Charleston","Kanawha","38.36065","-81.73735"
"Duncan","OK","Duncan","Stephens","34.502304","-97.95781"
"Duncan","SC","Spartanburg","Spartanburg","34.937897","-82.14511"
"Duncanville","TX","Dallas-Fort Worth","Dallas","32.651802","-96.90833"
"Dundalk","MD","Baltimore","Baltimore","39.250664","-76.520515"
"Dundee","MI","Monroe","Monroe","41.957268","-83.65966"
"Dunedin","FL","Tampa","Pinellas","28.019741","-82.77177"
"Dunkirk","MD","Washington","Calvert","38.721783","-76.66052"
"Dunlap","IL","Peoria","Peoria","40.861702","-89.67871"
"Dunlap","TN","Chattanooga","Sequatchie","35.371456","-85.39052"
"Dunmore","PA","Scranton","Lackawanna","41.419804","-75.63241"
"Dunn","NC","Dunn","Harnett","35.306274","-78.6089"
"Dunnellon","FL","Ocala","Marion","29.049143","-82.46093"
"Dunwoody","GA","Atlanta","Dekalb","33.946213","-84.33465"
"Dupont","WA","Seattle","Pierce","47.100323","-122.64479"
"Durand","MI","Owosso","Shiawassee","42.911976","-83.98469"
"Durand","WI","","Pepin","44.626354","-91.96573"
"Durango","CO","Durango","La Plata","37.27528","-107.880066"
"Durant","OK","Durant","Bryan","33.99242","-96.397125"
"Durham","CT","Hartford","Middlesex","41.48178","-72.68126"
"Durham","NC","Durham","Durham","35.994034","-78.89862"
"Durham","NY","","Greene","42.35671","-74.147484"
"Duson","LA","Lafayette","Lafayette","30.235758","-92.1854"
"Duvall","WA","Seattle","King","47.74232","-121.98568"
"Dwight","IL","Pontiac","Livingston","41.09448","-88.42506"
"Dyer","IN","Chicago","Lake","41.4942","-87.521706"
"Dyersburg","TN","Dyersburg","Dyer","36.034515","-89.38563"
"Eagan","MN","Minneapolis-St Paul","Dakota","44.80413","-93.166885"
"Eagar","AZ","","Apache","34.111156","-109.29147"
"Eagle Mountain","UT","Provo","Utah","40.314117","-112.00688"
"Eagle Pass","TX","Eagle Pass","Maverick","28.709143","-100.49952"
"Eagle Point","OR","Medford","Jackson","42.472626","-122.80282"
"Eagle River","WI","","Vilas","45.917175","-89.2443"
"Eagle","CO","Edwards","Eagle","39.655262","-106.82865"
"Eagle","ID","Boise City","Ada","43.695442","-116.35401"
"Eagleswood Township","NJ","New York","Ocean","39.652145","-74.30009"
"Earleville","MD","Philadelphia","Cecil","39.41539","-75.91744"
"Early","TX","Brownwood","Brown","31.742096","-98.9456"
"Earlysville","VA","Charlottesville","Albemarle","38.15291","-78.46241"
"Easley","SC","Greenville","Pickens","34.829838","-82.601524"
"East Alton","IL","St. Louis","Madison","38.880325","-90.11122"
"East Aurora","NY","Buffalo","Erie","42.767838","-78.61336"
"East Bethel","MN","Minneapolis-St Paul","Anoka","45.31941","-93.202446"
"East Bridgewater","MA","Boston","Plymouth","42.033436","-70.95921"
"East Brunswick","NJ","New York","Middlesex","40.431694","-74.404976"
"East Cleveland","OH","Cleveland","Cuyahoga","41.533108","-81.57901"
"East Falmouth","MA","Cape Cod","Barnstable","41.57844","-70.55864"
"East Fishkill","NY","New York","Dutchess","41.553425","-73.795685"
"East Granby","CT","Hartford","Hartford","41.941208","-72.72732"
"East Greenwich Township","NJ","Philadelphia","Gloucester","39.7976","-75.23624"
"East Greenwich","RI","Providence","Kent","41.634262","-71.51305"
"East Haddam","CT","Hartford","Middlesex","41.503433","-72.47578"
"East Hampton","NY","New York","Suffolk","40.963432","-72.1848"
"East Hanover","NJ","New York","Morris","40.82006","-74.36472"
"East Hartford","CT","Hartford","Hartford","41.76342","-72.61283"
"East Haven","CT","New Haven","New Haven","41.28417","-72.868454"
"East Helena","MT","Helena","Lewis and Clark","46.589657","-111.91554"
"East Hill-Meridian","WA","Seattle","King","47.413006","-122.17145"
"East Jordan","MI","","Charlevoix","45.158062","-85.12422"
"East Lansing","MI","Lansing","Ingham","42.73698","-84.483864"
"East Liverpool","OH","Salem","Columbiana","40.618675","-80.57729"
"East Longmeadow","MA","Springfield","Hampden","42.06454","-72.51259"
"East Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","34.02244","-118.16698"
"East Lyme","CT","New London","New London","41.353153","-72.22952"
"East Manchester Township","PA","York","York","40.03801","-76.69902"
"East Marlborough Township","PA","Philadelphia","Chester","39.88009","-75.72552"
"East Meadow","NY","New York","Nassau","40.71399","-73.55901"
"East Millcreek","UT","Salt Lake City","Salt Lake","40.699947","-111.810486"
"East Moline","IL","Davenport","Rock Island","41.500866","-90.4443"
"East Moriches","NY","New York","Suffolk","40.8051","-72.76093"
"East Northport","NY","New York","Suffolk","40.876766","-73.32456"
"East Nottingham Township","PA","Philadelphia","Chester","39.750286","-75.981155"
"East Orange","NJ","New York","Essex","40.767323","-74.204865"
"East Palatka","FL","Palatka","Putnam","29.658302","-81.59841"
"East Pennsboro","PA","Harrisburg","Cumberland","40.291695","-76.9355"
"East Peoria","IL","Peoria","Tazewell","40.66615","-89.5801"
"East Point","GA","Atlanta","Fulton","33.679554","-84.43937"
"East Providence","RI","Providence","Providence","41.813713","-71.370056"
"East Quogue","NY","New York","Suffolk","40.840656","-72.58148"
"East Ridge","TN","Chattanooga","Hamilton","34.994743","-85.22566"
"East Riverdale","MD","Washington","Prince Georges","38.957973","-76.91128"
"East Rochester","NY","Rochester","Monroe","43.108673","-77.487495"
"East Rockaway","NY","New York","Nassau","40.642048","-73.66957"
"East Sandwich","MA","Cape Cod","Barnstable","41.741776","-70.45169"
"East Stroudsburg","PA","East Stroudsburg","Monroe","40.99954","-75.18129"
"East Tawas","MI","","Iosco","44.27946","-83.49025"
"East Vincent Township","PA","Philadelphia","Chester","40.164104","-75.58589"
"East Wenatchee Bench","WA","Wenatchee","Douglas","47.42592","-120.28007"
"East Windsor","NJ","Trenton","Mercer","40.267754","-74.54025"
"Eastham","MA","Cape Cod","Barnstable","41.829964","-69.97404"
"Easthampton","MA","Springfield","Hampshire","42.266758","-72.66898"
"Eastlake","OH","Cleveland","Lake","41.653934","-81.45039"
"Eastland","TX","","Eastland","32.40152","-98.817566"
"Eastman","GA","","Dodge","32.197674","-83.17765"
"Easton","CT","Stamford","Fairfield","41.271206","-73.29664"
"Easton","MA","Providence","Bristol","42.024544","-71.12866"
"Easton","MD","Easton","Talbot","38.774284","-76.07633"
"Easton","PA","Allentown","Northampton","40.68843","-75.22073"
"Eastpoint","FL","","Franklin","29.73617","-84.888054"
"Eastpointe","MI","Detroit","Macomb","42.46837","-82.955475"
"Eastport","NY","New York","Suffolk","40.82593","-72.731766"
"Eastsound","WA","","San Juan","48.696655","-122.906105"
"Easttown Township","PA","Philadelphia","Chester","40.025867","-75.44613"
"Eastvale","CA","Riverside","Riverside","33.95246","-117.5848"
"Eaton Rapids","MI","Lansing","Eaton","42.509205","-84.655815"
"Eaton","CO","Greeley","Weld","40.519405","-104.702515"
"Eaton","OH","","Preble","39.743942","-84.63662"
"Eatonton","GA","","Putnam","33.3268","-83.3885"
"Eatonville","WA","Seattle","Pierce","46.867325","-122.2665"
"Eau Claire","WI","Eau Claire","Eau Claire","44.811348","-91.4985"
"Economy","PA","Pittsburgh","Beaver","40.650898","-80.176346"
"Eddyville","KY","","Lyon","37.094498","-88.0803"
"Eden Prairie","MN","Minneapolis-St Paul","Hennepin","44.854687","-93.47079"
"Eden","NC","","Rockingham","36.488472","-79.7667"
"Eden","UT","Ogden","Weber","41.300743","-111.81272"
"Edenton","NC","","Chowan","36.057938","-76.60772"
"Edgartown","MA","Vineyard Haven","Dukes","41.389004","-70.51336"
"Edgefield","SC","Augusta","Edgefield","33.789577","-81.92956"
"Edgemere","MD","Baltimore","Baltimore","39.242054","-76.44801"
"Edgemont","AR","","Cleburne","35.6023","-92.196266"
"Edgemoor","DE","Philadelphia","New Castle","39.750114","-75.49964"
"Edgerton","WI","Janesville","Rock","42.835285","-89.06761"
"Edgewater Park","NJ","Philadelphia","Burlington","40.068165","-74.90072"
"Edgewater","FL","Daytona Beach","Volusia","28.988876","-80.902275"
"Edgewater","MD","Baltimore","Anne Arundel","38.940563","-76.56294"
"Edgewater","NJ","New York","Bergen","40.827045","-73.97569"
"Edgewood","KY","Cincinnati","Kenton","39.018673","-84.58189"
"Edgewood","MD","Baltimore","Harford","39.41872","-76.2944"
"Edgewood","NM","Santa Fe","Santa Fe","35.061436","-106.191414"
"Edina","MN","Minneapolis-St Paul","Hennepin","44.889687","-93.34995"
"Edinburg","NY","Albany","Saratoga","43.221737","-74.10402"
