"City","State","Metro","Country","Lat","Lng"
"Silverthorne","CO","Breckenridge","Summit","39.62962","-106.0713"
"Silverton","OR","Salem","Marion","45.005123","-122.78314"
"Simi Valley","CA","Ventura","Ventura","34.269447","-118.78148"
"Simpsonville","KY","Louisville/Jefferson County","Shelby","38.22257","-85.35523"
"Simpsonville","SC","Greenville","Greenville","34.737064","-82.25428"
"Simsbury","CT","Hartford","Hartford","41.854008","-72.82791"
"Sioux City","IA","Sioux City","Woodbury","42.499992","-96.40031"
"Sioux Falls","SD","Sioux Falls","Minnehaha","43.544598","-96.7311"
"Sister Bay","WI","","Door","45.18721","-87.12095"
"Sisters","OR","Bend","Deschutes","44.29095","-121.54921"
"Sitka","AK","","Sitka","57.053055","-135.33"
"Six Mile","SC","Greenville","Pickens","34.80733","-82.820694"
"Skiatook","OK","Tulsa","Osage","36.368423","-96.00138"
"Skidaway Island","GA","Savannah","Chatham","31.934938","-81.04705"
"Skokie","IL","Chicago","Cook","42.032402","-87.74162"
"Sky Lake","FL","Orlando","Orange","28.457228","-81.39146"
"Sky Valley","GA","","Rabun","34.98759","-83.33321"
"Slidell","LA","New Orleans","Saint Tammany","30.275194","-89.78117"
"Slingerlands","NY","Albany","Albany","42.629246","-73.86457"
"Slippery Rock Township","PA","Pittsburgh","Butler","41.058163","-80.01996"
"Slocomb","AL","Dothan","Geneva","31.108234","-85.594376"
"Sloughhouse","CA","Sacramento","Sacramento","38.495693","-121.19452"
"Smallwood","NY","","Sullivan","41.658337","-74.81854"
"Smithfield","NC","Raleigh","Johnston","35.508495","-78.33945"
"Smithfield","RI","Providence","Providence","41.92205","-71.54951"
"Smithfield","UT","Logan","Cache","41.83826","-111.832726"
"Smithfield","VA","Virginia Beach","Isle of Wight","36.982372","-76.631065"
"Smiths Creek","MI","Detroit","Saint Clair","42.91275","-82.6037"
"Smiths Grove","KY","Bowling Green","Warren","37.052544","-86.20776"
"Smiths Station","AL","Auburn","Lee","32.54014","-85.09855"
"Smiths","AL","Auburn","Lee","32.54014","-85.09855"
"Smithsburg","MD","Hagerstown","Washington","39.65482","-77.57277"
"Smithtown","NY","New York","Suffolk","40.85593","-73.20067"
"Smithville","MO","Kansas City","Clay","39.386944","-94.58106"
"Smithville","TN","","Dekalb","35.960617","-85.81415"
"Smithville","TX","Austin","Bastrop","30.008554","-97.15943"
"Smyrna","DE","Dover","Kent","39.299835","-75.60465"
"Smyrna","GA","Atlanta","Cobb","33.88399","-84.51437"
"Smyrna","TN","Nashville","Rutherford","35.98284","-86.51861"
"Snellville","GA","Atlanta","Gwinnett","33.857327","-84.01991"
"Snohomish","WA","Seattle","Snohomish","47.912876","-122.09818"
"Snoqualmie","WA","Seattle","King","47.528713","-121.82539"
"Snow Hill","MD","Salisbury","Worcester","38.177063","-75.39269"
"Snowflake","AZ","Show Low","Navajo","34.51337","-110.078445"
"Snowmass Village","CO","Glenwood Springs","Pitkin","39.213043","-106.93782"
"Snowshoe","WV","","Pocahontas","38.41323","-79.99752"
"Snyder","TX","Snyder","Scurry","32.717888","-100.91762"
"Soap Lake","WA","Moses Lake","Grant","47.389305","-119.49059"
"Socastee","SC","Myrtle Beach","Horry","33.683502","-78.99837"
"Social Circle","GA","Atlanta","Walton","33.656227","-83.71823"
"Socorro","NM","","Socorro","34.0584","-106.89142"
"Socorro","TX","El Paso","El Paso","31.654556","-106.303314"
"Soddy-Daisy","TN","Chattanooga","Hamilton","35.2359","-85.19079"
"Solana Beach","CA","San Diego","San Diego","32.991154","-117.27115"
"Soldotna","AK","","Kenai Peninsula","60.487778","-151.05833"
"Solebury","PA","Philadelphia","Bucks","40.3806","-75.00829"
"Solon Springs","WI","","Bayfield","46.353275","-91.82241"
"Solon","IA","Iowa City","Johnson","41.807236","-91.49406"
"Solon","OH","Cleveland","Cuyahoga","41.38978","-81.44122"
"Solvang","CA","Santa Maria-Santa Barbara","Santa Barbara","34.59582","-120.13765"
"Solvay","NY","Syracuse","Onondaga","43.05812","-76.20743"
"Somerdale","NJ","Philadelphia","Camden","39.844","-75.02267"
"Somers Point","NJ","Atlantic City","Atlantic","39.316063","-74.6053"
"Somers","CT","Hartford","Tolland","41.98519","-72.44608"
"Somers","NY","New York","Westchester","41.29963","-73.736015"
"Somerset Township","PA","Somerset","Somerset","40.021637","-79.13227"
"Somerset","KY","Somerset","Pulaski","37.092022","-84.60411"
"Somerset","MA","Providence","Bristol","41.769543","-71.12862"
"Somerset","WI","Minneapolis-St Paul","Saint Croix","45.124413","-92.67354"
"Somersworth","NH","Boston","Strafford","43.26175","-70.86533"
"Somerton","AZ","Yuma","Yuma","32.59644","-114.70968"
"Somerville","MA","Boston","Middlesex","42.387596","-71.099495"
"Somerville","TN","Memphis","Fayette","35.2437","-89.350075"
"Sonoma","CA","Santa Rosa","Sonoma","38.29186","-122.45804"
"Sonora","CA","Sonora","Tuolumne","37.98295","-120.38217"
"Sorrento","FL","Orlando","Lake","28.80777","-81.56368"
"Sound Beach","NY","New York","Suffolk","40.95621","-72.96788"
"South Abington Township","PA","Scranton","Lackawanna","41.48069","-75.68481"
"South Amboy","NJ","New York","Middlesex","40.477882","-74.2907"
"South Beach","OR","Newport","Lincoln","44.607098","-124.06201"
"South Beloit","IL","Rockford","Winnebago","42.493073","-89.03677"
"South Bend","IN","South Bend","Saint Joseph","41.676353","-86.25199"
"South Berwick","ME","Portland","York","43.234528","-70.8095"
"South Boston","VA","","Halifax","36.69875","-78.9014"
"South Bound Brook","NJ","New York","Somerset","40.553436","-74.53155"
"South Brunswick","NJ","New York","Middlesex","40.38069","-74.53169"
"South Burlington","VT","Burlington","Chittenden","44.466995","-73.17096"
"South Charleston","WV","Charleston","Kanawha","38.368553","-81.69989"
"South Daytona","FL","Daytona Beach","Volusia","29.165815","-81.0045"
"South Elgin","IL","Chicago","Kane","41.994194","-88.2923"
"South Eliot","ME","Portland","York","43.108143","-70.77756"
"South Euclid","OH","Cleveland","Cuyahoga","41.52311","-81.518456"
"South Fayette Township","PA","Pittsburgh","Allegheny","40.35761","-80.165184"
"South Fork","CO","","Rio Grande","37.670006","-106.63976"
"South Gate","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","33.95474","-118.21201"
"South Hadley","MA","Springfield","Hampshire","42.259174","-72.57479"
"South Haven Township","MI","Kalamazoo","Van Buren","42.36273","-86.26665"
"South Highpoint","FL","Tampa","Pinellas","27.900793","-82.70429"
"South Hill","VA","","Mecklenburg","36.726532","-78.12888"
"South Hill","WA","Seattle","Pierce","47.125675","-122.29301"
"South Holland","IL","Chicago","Cook","41.60087","-87.60699"
"South Jordan","UT","Salt Lake City","Salt Lake","40.562172","-111.92966"
"South Kensington","MD","Washington","Montgomery","39.015404","-77.07084"
"South Kingstown","RI","Providence","Washington","41.447567","-71.524666"
"South Lake Tahoe","CA","Sacramento","El Dorado","38.939926","-119.97719"
"South Lebanon","OH","Cincinnati","Warren","39.37089","-84.21327"
"South Lyon","MI","Detroit","Oakland","42.46059","-83.6516"
"South Miami Heights","FL","Miami-Fort Lauderdale","Miami-Dade","25.597607","-80.38061"
"South Middleton","PA","Harrisburg","Cumberland","40.13105","-77.16002"
"South Orange","NJ","New York","Essex","40.748928","-74.260994"
"South Padre Island","TX","Brownsville","Cameron","26.11184","-97.16813"
"South Park","PA","Pittsburgh","Allegheny","40.292603","-79.99759"
"South Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","34.11612","-118.15035"
"South Plainfield","NJ","New York","Middlesex","40.57927","-74.41154"
"South Point","OH","Huntington","Lawrence","38.41786","-82.58627"
"South Portland","ME","Portland","Cumberland","43.64147","-70.24088"
"South River","NJ","New York","Middlesex","40.446495","-74.38599"
"South Saint Paul","MN","Minneapolis-St Paul","Dakota","44.87598","-93.02758"
"South Salt Lake","UT","Salt Lake City","Salt Lake","40.718834","-111.88827"
"South San Francisco","CA","San Francisco","San Mateo","37.654655","-122.40775"
"South Valley","NM","Albuquerque","Bernalillo","35.010048","-106.67808"
"South Whitehall Township","PA","Allentown","Lehigh","40.61768","-75.539314"
"South Whittier","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","33.951027","-118.04028"
"South Williamsport","PA","Williamsport","Lycoming","41.23202","-76.99914"
"South Windsor","CT","Hartford","Hartford","41.848988","-72.571754"
"Southampton Township","PA","Chambersburg","Franklin","40.051983","-77.44725"
"Southampton","NJ","Philadelphia","Burlington","39.92743","-74.72658"
"Southampton","NY","New York","Suffolk","40.859867","-72.5678"
"Southaven","MS","Memphis","DeSoto","34.99186","-90.0023"
"Southborough","MA","Worcester","Worcester","42.30565","-71.524506"
"Southbury","CT","New Haven","New Haven","41.47931","-73.21337"
"Southeast","NY","New York","Putnam","41.39171","-73.63007"
"Southern Pines","NC","Pinehurst-Southern Pines","Moore","35.174046","-79.39226"
"Southern Shores","NC","Kill Devil Hills","Dare","36.139053","-75.731575"
"Southfield","MI","Detroit","Oakland","42.47337","-83.22187"
"Southgate","MI","Detroit","Wayne","42.21393","-83.19382"
"Southington","CT","Hartford","Hartford","41.596485","-72.8776"
"Southlake","TX","Dallas-Fort Worth","Tarrant","32.941235","-97.13418"
"Southold","NY","New York","Suffolk","41.064823","-72.42619"
"Southside","AL","Gadsden","Etowah","33.92454","-86.02247"
"Southwest Harbor","ME","","Hancock","44.279823","-68.32499"
"Southwick","MA","Springfield","Hampden","42.054817","-72.77037"
"Spanaway","WA","Seattle","Pierce","47.10399","-122.43456"
"Spanish Fork","UT","Provo","Utah","40.114956","-111.65492"
"Spanish Fort","AL","Daphne","Baldwin","30.671469","-87.901886"
"Spanish Lake","MO","St. Louis","Saint Louis","38.787827","-90.21594"
"Spanish Valley","UT","","San Juan","38.493317","-109.45845"
"Sparks Glencoe","MD","Baltimore","Baltimore","39.547398","-76.673515"
"Sparks","NV","Reno","Washoe","39.534912","-119.752686"
"Sparta","GA","Milledgeville","Hancock","33.2757","-82.97626"
"Sparta","IL","","Randolph","38.123104","-89.70177"
"Sparta","MI","Grand Rapids","Kent","43.16086","-85.71004"
"Sparta","NC","","Alleghany","36.505405","-81.12092"
"Sparta","NJ","New York","Sussex","41.033455","-74.63636"
"Sparta","TN","","White","35.9259","-85.46414"
"Sparta","WI","","Monroe","43.944134","-90.81291"
"Spartanburg","SC","Spartanburg","Spartanburg","34.949566","-81.932045"
"Spearfish","SD","Spearfish","Lawrence","44.490818","-103.85937"
"Speedwell","TN","","Claiborne","36.45869","-83.871864"
"Spencer","IA","Spencer","Clay","43.145073","-95.14432"
"Spencer","IN","Bloomington","Owen","39.286713","-86.762505"
"Spencer","TN","","Van Buren","35.747288","-85.466644"
"Spicer","MN","Willmar","Kandiyohi","45.23302","-94.94001"
"Spicewood","TX","Austin","Travis","30.47605","-98.15657"
"Spirit Lake","IA","Spirit Lake","Dickinson","43.42262","-95.102234"
"Spirit Lake","ID","Coeur d'Alene","Kootenai","47.966293","-116.86853"
"Spiro","OK","Fort Smith","LeFlore","35.241207","-94.61994"
"Splendora","TX","Houston","Montgomery","30.232992","-95.16104"
"Spokane Valley","WA","Spokane","Spokane","47.67323","-117.23937"
"Spokane","WA","Spokane","Spokane","47.65878","-117.42605"
"Spooner","WI","","Burnett","45.82245","-91.88934"
"Spotswood","NJ","New York","Middlesex","40.391773","-74.39848"
"Spotsylvania","VA","Washington","Spotsylvania","38.204166","-77.60779"
"Spring Branch","TX","San Antonio","Comal","29.840551","-98.4105"
"Spring City","TN","Dayton","Rhea","35.692017","-84.86078"
"Spring Creek","NV","Elko","Elko","40.726593","-115.58589"
"Spring Grove","IL","Chicago","McHenry","42.44363","-88.23648"
"Spring Hill","FL","Tampa","Hernando","28.483168","-82.53699"
"Spring Hill","KS","Kansas City","Johnson","38.743065","-94.825516"
"Spring Hill","TN","Nashville","Maury","35.75118","-86.93"
"Spring Lake Heights","NJ","New York","Monmouth","40.150536","-74.0447"
"Spring Lake Township","MI","Grand Rapids","Ottawa","43.081566","-86.165"
"Spring Lake","NC","Dunn","Harnett","35.16794","-78.97281"
"Spring Township","PA","Reading","Berks","40.29937","-76.02759"
"Spring Valley","CA","San Diego","San Diego","32.744774","-116.99892"
"Spring","TX","Houston","Harris","30.07994","-95.41716"
"Springboro","OH","Cincinnati","Warren","39.55228","-84.23327"
"Springdale Township","PA","Pittsburgh","Allegheny","40.554092","-79.78764"
"Springdale","AR","Fayetteville","Washington","36.186745","-94.128815"
"Springdale","OH","Cincinnati","Hamilton","39.287003","-84.48522"
"Springettsbury Township","PA","York","York","39.994987","-76.67592"
"Springfield Township","MI","Detroit","Oakland","42.749336","-83.50005"
"Springfield Township","PA","York","York","39.930668","-75.32019"
"Springfield","GA","Savannah","Effingham","32.364223","-81.30418"
"Springfield","IL","Springfield","Sangamon","39.781723","-89.65015"
"Springfield","MA","Springfield","Hampden","42.101482","-72.58981"
"Springfield","MO","Springfield","Greene","37.208958","-93.2923"
"Springfield","NJ","New York","Union","40.701694","-74.32221"
"Springfield","OH","Springfield","Clark","39.924225","-83.808815"
"Springfield","OR","Eugene","Lane","44.046238","-123.022026"
"Springfield","PA","Philadelphia","Delaware","39.930668","-75.32019"
"Springfield","TN","Nashville","Robertson","36.509212","-86.885"
"Springfield","VA","Washington","Fairfax","38.78928","-77.1872"
"Springtown","TX","Dallas-Fort Worth","Parker","32.965958","-97.68364"
"Springville","AL","Birmingham","Saint Clair","33.7751","-86.47165"
"Springville","CA","Visalia","Tulare","36.130226","-118.818146"
"Springville","TN","Paris","Henry","36.24922","-88.15309"
"Springville","UT","Provo","Utah","40.165234","-111.610756"
"Spruce Pine","NC","","Mitchell","35.9154","-82.06456"
"St George","ME","","Knox","44.01647","-69.19894"
"St Johnsbury","VT","","Caledonia","44.419262","-72.01512"
"Stacy","MN","Minneapolis-St Paul","Chisago","45.39802","-92.98744"
"Stafford Springs","CT","Hartford","Tolland","41.984406","-72.31625"
"Stafford","TX","Houston","Fort Bend","29.616068","-95.557724"
"Stafford","VA","Washington","Stafford","38.433456","-77.42429"
"Stagecoach","TX","Houston","Montgomery","30.145493","-95.713554"
"Stallings","NC","Charlotte","Union","35.090702","-80.68618"
"Stamford","CT","Stamford","Fairfield","41.05343","-73.538734"
"Stanardsville","VA","Charlottesville","Greene","38.29735","-78.44001"
"Standish","ME","Portland","Cumberland","43.73559","-70.550934"
"Standish","MI","","Arenac","43.983078","-83.95888"
"Stanford","KY","Danville","Lincoln","37.53119","-84.66189"
"Stanford","NY","New York","Dutchess","41.90374","-73.67717"
"Stanhope","NJ","New York","Sussex","40.902878","-74.70905"
"Stanley","NC","Charlotte","Gaston","35.359024","-81.09702"
"Stanley","VA","","Page","38.5754","-78.50251"
"Stanley","WI","Eau Claire","Chippewa","44.959965","-90.93709"
"Stanton","CA","Los Angeles-Long Beach-Anaheim","Orange","33.802887","-117.99312"
"Stanton","KY","","Powell","37.84564","-83.85825"
"Stanwood","MI","Big Rapids","Mecosta","43.578636","-85.44921"
"Stanwood","WA","Seattle","Snohomish","48.24109","-122.37068"
"Staples","MN","","Todd","46.355717","-94.794846"
"Star Valley Ranch","WY","","Lincoln","42.97139","-110.95556"
"Star","ID","Boise City","Ada","43.69211","-116.49346"
"Starke","FL","","Bradford","29.94413","-82.109825"
"Starkville","MS","Starkville","Oktibbeha","33.4504","-88.81839"
"State College","PA","State College","Centre","40.793396","-77.86"
"Stateline","NV","Gardnerville Ranchos","Douglas","38.962406","-119.9399"
"Statesboro","GA","Statesboro","Bulloch","32.448788","-81.783165"
"Statesville","NC","Charlotte","Iredell","35.782635","-80.8873"
"Statham","GA","Atlanta","Barrow","33.965115","-83.59656"
"Staunton","VA","Staunton","Staunton City","38.149574","-79.07169"
"Stayton","OR","Salem","Marion","44.80068","-122.79453"
"Steamboat Springs","CO","Steamboat Springs","Routt","40.484978","-106.83172"
"Stedman","NC","Fayetteville","Cumberland","35.0135","-78.69391"
"Steelton","PA","Harrisburg","Dauphin","40.235367","-76.84136"
"Steelville","MO","","Crawford","37.9681","-91.354866"
"Steger","IL","Chicago","Will","41.470036","-87.63643"
"Steilacoom","WA","Seattle","Pierce","47.16982","-122.60263"
"Steinhatchee","FL","","Taylor","29.67106","-83.387634"
"Stella","NC","Morehead City","Carteret","34.774326","-77.150505"
"Stephens City","VA","Winchester","Frederick","39.08344","-78.218056"
"Stephenson","VA","Winchester","Frederick","39.237324","-78.10639"
"Stephenville","TX","Stephenville","Erath","32.220695","-98.20226"
"Sterling Heights","MI","Detroit","Macomb","42.58031","-83.030205"
"Sterling","AK","","Kenai Peninsula","60.537224","-150.76472"
"Sterling","CO","Sterling","Logan","40.62554","-103.20771"
"Sterling","IL","Sterling","Whiteside","41.788643","-89.69622"
"Sterling","VA","Washington","Loudoun","39.0067","-77.42913"
"Sterlington","LA","Monroe","Ouachita","32.69565","-92.08419"
"Steubenville","OH","Weirton","Jefferson","40.36979","-80.633965"
"Stevens Point","WI","Stevens Point","Portage","44.52358","-89.57456"
"Stevensville","MD","Baltimore","Queen Annes","38.980667","-76.3144"
"Stevensville","MT","","Ravalli","46.509922","-114.09316"
"Stigler","OK","","Haskell","35.253708","-95.12302"
"Stillwater","MN","Minneapolis-St Paul","Washington","45.056004","-92.808846"
"Stillwater","OK","Stillwater","Payne","36.11561","-97.058365"
"Stilwell","OK","","Adair","35.81453","-94.628555"
"Stockbridge","GA","Atlanta","Henry","33.544277","-84.23381"
"Stockbridge","MA","Pittsfield","Berkshire","42.287586","-73.32039"
"Stockton","CA","Stockton","San Joaquin","37.957703","-121.29078"
"Stockton","MO","","Cedar","37.69893","-93.79604"
"Stokesdale","NC","","Rockingham","36.23708","-79.979485"
"Stone Harbor","NJ","Ocean City","Cape May","39.046406","-74.76436"
"Stone Lake","WI","","Sawyer","45.84551","-91.54044"
"Stone Mountain","GA","Atlanta","Dekalb","33.808163","-84.1702"
"Stoneham","MA","Boston","Middlesex","42.480247","-71.099976"
"Stoneville","NC","","Rockingham","36.466526","-79.90698"
"Stonewall","LA","Shreveport","De Soto","32.281826","-93.82407"
"Stony Brook","NY","New York","Suffolk","40.925655","-73.140945"
"Stony Point","NC","Charlotte","Iredell","35.86347","-81.0473"
"Storm Lake","IA","Storm Lake","Buena Vista","42.643036","-95.20194"
"Stoughton","MA","Boston","Norfolk","42.12291","-71.1092"
"Stoughton","WI","Madison","Dane","42.916946","-89.217896"
"Stow","OH","Akron","Summit","41.1595","-81.44039"
"Stowe Township","PA","Pittsburgh","Allegheny","40.48343","-80.07305"
"Strafford","MO","Springfield","Greene","37.26838","-93.11713"
"Strasburg","VA","","Shenandoah","38.98872","-78.35862"
"Stratford","CT","Stamford","Fairfield","41.18454","-73.13316"
"Stratford","NJ","Philadelphia","Camden","39.826782","-75.01545"
"Stratford","OK","","Garvin","34.79675","-96.959465"
"Stratham","NH","Boston","Rockingham","43.02287","-70.91639"
"Strawberry Plains","TN","Morristown","Jefferson","36.06314","-83.68601"
"Streamwood","IL","Chicago","Cook","42.02558","-88.178406"
"Streator","IL","Ottawa","La Salle","41.12087","-88.83535"
"Streetman","TX","","Freestone","31.877384","-96.324974"
"Streetsboro","OH","Akron","Portage","41.239223","-81.34594"
"Strongsville","OH","Cleveland","Cuyahoga","41.314495","-81.83569"
"Struthers","OH","Youngstown","Mahoning","41.05256","-80.60785"
"Stuart","FL","Port St. Lucie","Martin","27.197548","-80.25282"
"Stuart","VA","","Patrick","36.6364","-80.269394"
"Stuarts Draft","VA","Staunton","Augusta","38.030136","-79.03364"
"Sturgeon Bay","WI","","Door","44.834164","-87.377045"
"Sturgis","MI","Sturgis","Saint Joseph","41.799217","-85.41915"
"Sturgis","SD","Rapid City","Meade","44.409706","-103.50908"
"Stuttgart","AR","","Arkansas","34.500374","-91.55263"
"Succasunna","NJ","New York","Morris","40.861443","-74.64703"
"Suches","GA","","Union","34.68898","-84.02213"
"Sudbury","MA","Boston","Middlesex","42.383427","-71.416176"
"Suffield","CT","Hartford","Hartford","41.991505","-72.701775"
"Suffolk","VA","Virginia Beach","Suffolk City","36.728207","-76.583565"
"Sugar Grove","IL","Chicago","Kane","41.761417","-88.44369"
"Sugar Grove","NC","Boone","Watauga","36.257904","-81.78817"
"Sugar Hill","GA","Atlanta","Gwinnett","34.10649","-84.033516"
"Sugar Land","TX","Houston","Fort Bend","29.619678","-95.63495"
"Sugarloaf Township","PA","Scranton","Luzerne","41.005","-76.0972"
"Suisun City","CA","Vallejo","Solano","38.238247","-122.040245"
"Suitland-Silver Hill","MD","Washington","Prince Georges","38.847378","-76.92397"
"Sullivan","IL","","Moultrie","39.59948","-88.60784"
"Sullivan","IN","Terre Haute","Sullivan","39.09532","-87.40585"
"Sullivan","MO","St. Louis","Franklin","38.208103","-91.16042"
"Sullivan","NY","Syracuse","Madison","43.054512","-75.846855"
"Sullivans Island","SC","Charleston","Charleston","32.763233","-79.836754"
"Sulphur Springs","TX","Sulphur Springs","Hopkins","33.138447","-95.60107"
"Sulphur","LA","Lake Charles","Calcasieu","30.236595","-93.37738"
"Sulphur","OK","","Murray","34.507866","-96.96835"
"Sultan","WA","Seattle","Snohomish","47.862602","-121.81651"
"Summerdale","AL","Daphne","Baldwin","30.487696","-87.69971"
"Summerfield","FL","Ocala","Marion","29.007566","-82.02047"
"Summerfield","NC","","Guilford","36.208748","-79.904755"
"Summerland Key","FL","Key West","Monroe","24.665699","-81.44231"
"Summersville","WV","","Nicholas","38.28122","-80.8526"
"Summerton","SC","","Clarendon","33.60822","-80.3512"
"Summerville","GA","Summerville","Chattooga","34.48064","-85.34773"
"Summerville","SC","Charleston","Dorchester","33.018505","-80.17565"
"Summit Township","PA","Pittsburgh","Butler","42.029804","-80.04231"
"Summit","IL","Chicago","Cook","41.788086","-87.81033"
"Summit","MS","McComb","Pike","31.283787","-90.46843"
"Summit","NJ","New York","Union","40.714638","-74.36461"
"Summit","WA","Seattle","Pierce","47.161766","-122.35706"
"Sumner","WA","Seattle","Pierce","47.203156","-122.240395"
"Sumrall","MS","Hattiesburg","Lamar","31.417393","-89.54229"
"Sumter","SC","Sumter","Sumter","33.920437","-80.34147"
"Sun City Center","FL","Tampa","Hillsborough","27.718086","-82.35176"
"Sun City West","AZ","Phoenix","Maricopa","33.661983","-112.34127"
"Sun City","AZ","Phoenix","Maricopa","33.597538","-112.27183"
"Sun Valley","ID","Hailey","Blaine","43.69713","-114.351715"
"Sun Valley","NV","Reno","Washoe","39.5963","-119.776024"
"Sunapee","NH","Claremont","Sullivan","43.387573","-72.08786"
"Suncook","NH","Concord","Merrimack","43.13064","-71.453125"
"Sunland Park","NM","Las Cruces","Dona Ana","31.796495","-106.57999"
"Sunny Isles Beach","FL","Miami-Fort Lauderdale","Miami-Dade","25.942871","-80.12338"
"Sunnyvale","CA","San Jose","Santa Clara","37.36883","-122.03635"
"Sunnyvale","TX","Dallas-Fort Worth","Dallas","32.796516","-96.56082"
"Sunrise Beach","MO","","Camden","38.175865","-92.784355"
"Sunrise","FL","Miami-Fort Lauderdale","Broward","26.166971","-80.25659"
"Sunset Beach","NC","Myrtle Beach","Brunswick","33.88073","-78.51223"
"Sunset Hills","MO","St. Louis","Saint Louis","38.53894","-90.40734"
"Sunset","LA","Opelousas","Saint Landry","30.41131","-92.06845"
"Sunset","SC","Greenville","Pickens","34.97761","-82.79903"
"Superior Township","MI","Ann Arbor","Washtenaw","42.301018","-83.605194"
"Superior","WI","Duluth","Douglas","46.720776","-92.10408"
"Surf City","NC","Wilmington","Pender","34.427113","-77.54608"
"Surfside Beach","SC","Myrtle Beach","Horry","33.606003","-78.97309"
"Suring","WI","Green Bay","Oconto","44.999157","-88.37205"
"Surprise","AZ","Phoenix","Maricopa","33.629234","-112.36793"
"Susanville","CA","Susanville","Lassen","40.416283","-120.65301"
"Susquehanna Township","PA","Harrisburg","Dauphin","40.31823","-76.860565"
"Sussex","WI","Milwaukee","Waukesha","43.133896","-88.22204"
"Sutherlin","OR","Roseburg","Douglas","43.390118","-123.31258"
"Sutter Creek","CA","","Amador","38.392967","-120.80244"
"Sutton","MA","Worcester","Worcester","42.150036","-71.76329"
"Suwanee","GA","Atlanta","Gwinnett","34.05149","-84.0713"
"Swainsboro","GA","","Emanuel","32.597385","-82.33374"
"Swampscott","MA","Boston","Essex","42.470943","-70.91756"
"Swannanoa","NC","Asheville","Buncombe","35.597893","-82.39984"
"Swansboro","NC","Jacksonville","Onslow","34.68766","-77.11912"
"Swansea","MA","Providence","Bristol","41.74816","-71.18956"
"Swanton","MD","","Garrett","39.458984","-79.23087"
"Swanton","OH","Toledo","Fulton","41.58866","-83.89105"
"Swarthmore","PA","Philadelphia","Delaware","39.902058","-75.349915"
"Sweden","NY","Rochester","Monroe","43.17269","-77.95102"
"Sweeny","TX","Houston","Brazoria","29.038862","-95.69856"
"Sweet Home","OR","Albany","Linn","44.397625","-122.7362"
"Sweetwater","TN","","Monroe","35.601463","-84.46104"
"Sweetwater","TX","Sweetwater","Nolan","32.47095","-100.40594"
"Swissvale","PA","Pittsburgh","Allegheny","40.42368","-79.88283"
"Sycamore","IL","Chicago","DeKalb","41.98892","-88.68675"
"Sykesville","MD","Baltimore","Carroll","39.373714","-76.96776"
"Sylacauga","AL","Talladega","Talladega","33.173172","-86.25164"
"Sylva","NC","Cullowhee","Jackson","35.37371","-83.22598"
"Sylvania","GA","","Screven","32.750443","-81.63678"
"Sylvania","OH","Toledo","Lucas","41.71894","-83.71299"
"Sylvester","GA","Albany","Worth","31.530735","-83.83546"
"Syosset","NY","New York","Nassau","40.82621","-73.50207"
"Syracuse","IN","Warsaw","Kosciusko","41.427826","-85.75249"
"Syracuse","NY","Syracuse","Onondaga","43.048122","-76.14742"
"Syracuse","UT","Ogden","Davis","41.089386","-112.06467"
"Tabernash","CO","","Grand","39.9936","-105.84306"
"Tacoma","WA","Seattle","Pierce","47.252876","-122.44429"
"Taft","CA","Bakersfield","Kern","35.142467","-119.456505"
"Tahlequah","OK","Tahlequah","Cherokee","35.91537","-94.969955"
"Tahoe City","CA","Sacramento","Placer","39.167713","-120.14518"
"Takoma Park","MD","Washington","Montgomery","38.97789","-77.00748"
"Talbott","TN","Morristown","Hamblen","36.152863","-83.4151"
"Talking Rock","GA","Atlanta","Pickens","34.509254","-84.50493"
"Talladega","AL","Talladega","Talladega","33.43594","-86.105804"
"Tallahassee","FL","Tallahassee","Leon","30.438255","-84.28073"
"Tallapoosa","GA","Atlanta","Haralson","33.74455","-85.28801"
"Tallassee","AL","Montgomery","Elmore","32.53597","-85.893295"
"Tallmadge","OH","Akron","Summit","41.101444","-81.44178"
"Tamaqua","PA","Pottsville","Schuylkill","40.79731","-75.96937"
"Tamarac","FL","Miami-Fort Lauderdale","Broward","26.21286","-80.24977"
"Tamiami","FL","Miami-Fort Lauderdale","Miami-Dade","25.75871","-80.398384"
"Tampa","FL","Tampa","Hillsborough","27.950575","-82.45718"
"Tanaina","AK","Anchorage","Matanuska Susitna","61.626945","-149.42805"
"Taneytown","MD","Baltimore","Carroll","39.65788","-77.17443"
"Taos","NM","Taos","Taos","36.40725","-105.57307"
"Tappahannock","VA","","Essex","37.925415","-76.85913"
"Tarboro","NC","Rocky Mount","Edgecombe","35.896824","-77.535805"
"Tarentum","PA","Pittsburgh","Allegheny","40.601456","-79.75977"
"Tarpon Springs","FL","Tampa","Pinellas","28.146124","-82.75677"
"Tarrant","AL","Birmingham","Jefferson","33.586823","-86.771805"
"Tarrytown","NY","New York","Westchester","41.076206","-73.85875"
"Taunton","MA","Providence","Bristol","41.9001","-71.08977"
"Tavares","FL","Orlando","Lake","28.804157","-81.72563"
"Tavernier","FL","Key West","Monroe","25.011518","-80.51506"
"Tawas City","MI","","Iosco","44.269463","-83.514694"
"Taylor","MI","Detroit","Wayne","42.24087","-83.26965"
